timestamp,speed,vehicle_count,road_length,traffic_density,congestion_level,source
2022-01-05T00:00:00,57.71555094994159,15871,1.0,274.99,low,historical_dataset
2022-01-06T00:00:00,46.59329803364248,46556,1.0,999.2,medium,historical_dataset
2022-01-06T00:00:00,30.915387036364404,22591,1.0,730.74,medium,historical_dataset
2022-01-06T00:00:00,51.72257284413772,20310,1.0,392.67,low,historical_dataset
2022-01-06T00:00:00,44.82690983945514,61024,1.0,1361.33,high,historical_dataset
2022-01-06T00:00:00,21.483153943836662,28153,1.0,1310.47,high,historical_dataset
2022-01-06T00:00:00,62.7080063563551,12965,1.0,206.75,low,historical_dataset
2022-01-06T00:00:00,45.62209850913712,57145,1.0,1252.57,high,historical_dataset
2022-01-06T00:00:00,34.19584226291008,40516,1.0,1184.82,high,historical_dataset
2022-01-06T00:00:00,46.965547765115744,22893,1.0,487.44,low,historical_dataset
2022-01-06T00:00:00,20.0,28470,1.0,1423.5,high,historical_dataset
2022-01-06T00:00:00,47.342147325365204,6965,1.0,147.12,low,historical_dataset
2022-01-06T00:00:00,51.21108557787716,32668,1.0,637.91,medium,historical_dataset
2022-01-07T00:00:00,29.84255885002768,24405,1.0,817.79,medium,historical_dataset
2022-01-07T00:00:00,25.49316208594673,25768,1.0,1010.78,high,historical_dataset
2022-01-07T00:00:00,46.087035805829075,34362,1.0,745.59,medium,historical_dataset
2022-01-07T00:00:00,45.46436548156149,12382,1.0,272.35,low,historical_dataset
2022-01-07T00:00:00,36.94089992898308,50214,1.0,1359.31,high,historical_dataset
2022-01-07T00:00:00,44.34249738927012,21131,1.0,476.54,low,historical_dataset
2022-01-07T00:00:00,23.530413712665606,39110,1.0,1662.1,high,historical_dataset
2022-01-07T00:00:00,34.7107511582513,42022,1.0,1210.63,high,historical_dataset
2022-01-08T00:00:00,28.18948342525119,36384,1.0,1290.69,high,historical_dataset
2022-01-08T00:00:00,44.5228864385802,11033,1.0,247.81,low,historical_dataset
2022-01-08T00:00:00,34.37367222583899,16390,1.0,476.82,low,historical_dataset
2022-01-08T00:00:00,36.975996046923996,65269,1.0,1765.17,high,historical_dataset
2022-01-08T00:00:00,66.42270358611864,17926,1.0,269.88,low,historical_dataset
2022-01-08T00:00:00,65.01737102530136,22876,1.0,351.84,low,historical_dataset
2022-01-08T00:00:00,28.283766320619485,49798,1.0,1760.66,high,historical_dataset
2022-01-08T00:00:00,27.919211338058588,30323,1.0,1086.1,high,historical_dataset
2022-01-08T00:00:00,65.76747983560841,13356,1.0,203.08,low,historical_dataset
2022-01-09T00:00:00,38.46488475897993,38748,1.0,1007.36,high,historical_dataset
2022-01-09T00:00:00,25.82840194803964,34188,1.0,1323.66,high,historical_dataset
2022-01-09T00:00:00,32.4761995653555,32010,1.0,985.64,medium,historical_dataset
2022-01-09T00:00:00,30.599491174057057,13903,1.0,454.35,low,historical_dataset
2022-01-09T00:00:00,20.0,34831,1.0,1741.55,high,historical_dataset
2022-01-09T00:00:00,44.0166037320525,14614,1.0,332.01,low,historical_dataset
2022-01-09T00:00:00,38.19781934142537,28195,1.0,738.13,medium,historical_dataset
2022-01-10T00:00:00,28.070948022040927,43024,1.0,1532.69,high,historical_dataset
2022-01-10T00:00:00,61.23396562299045,13224,1.0,215.96,low,historical_dataset
2022-01-10T00:00:00,51.283966231285376,31137,1.0,607.15,medium,historical_dataset
2022-01-10T00:00:00,20.0,60935,1.0,3046.75,high,historical_dataset
2022-01-10T00:00:00,20.8628550309502,39508,1.0,1893.7,high,historical_dataset
2022-01-10T00:00:00,33.47530163619456,39400,1.0,1176.99,high,historical_dataset
2022-01-10T00:00:00,59.92999517432791,28165,1.0,469.96,low,historical_dataset
2022-01-10T00:00:00,26.015320182089628,28609,1.0,1099.7,high,historical_dataset
2022-01-10T00:00:00,43.13028697014554,18780,1.0,435.42,low,historical_dataset
2022-01-10T00:00:00,39.17190464382564,27100,1.0,691.82,medium,historical_dataset
2022-01-10T00:00:00,54.12435249259166,16397,1.0,302.95,low,historical_dataset
2022-01-11T00:00:00,20.0,11423,1.0,571.15,medium,historical_dataset
2022-01-11T00:00:00,44.599114873434466,10806,1.0,242.29,low,historical_dataset
2022-01-11T00:00:00,28.942850769966615,40629,1.0,1403.77,high,historical_dataset
2022-01-11T00:00:00,57.98811324847052,14197,1.0,244.83,low,historical_dataset
2022-01-11T00:00:00,60.01333651955487,13734,1.0,228.85,low,historical_dataset
2022-01-11T00:00:00,38.592094004578406,48585,1.0,1258.94,high,historical_dataset
2022-01-11T00:00:00,37.825799504882994,35331,1.0,934.05,medium,historical_dataset
2022-01-11T00:00:00,42.236136191777796,31483,1.0,745.4,medium,historical_dataset
2022-01-11T00:00:00,40.77188038914457,24863,1.0,609.81,medium,historical_dataset
2022-01-12T00:00:00,38.38720502869636,37767,1.0,983.84,medium,historical_dataset
2022-01-12T00:00:00,53.8661464608941,29583,1.0,549.19,medium,historical_dataset
2022-01-12T00:00:00,26.3346338292694,14566,1.0,553.11,medium,historical_dataset
2022-01-12T00:00:00,23.803825667109887,43533,1.0,1828.82,high,historical_dataset
2022-01-12T00:00:00,20.0,19320,1.0,966.0,medium,historical_dataset
2022-01-12T00:00:00,26.075441606430964,48094,1.0,1844.42,high,historical_dataset
2022-01-12T00:00:00,34.73359265264269,21711,1.0,625.07,medium,historical_dataset
2022-01-12T00:00:00,34.643585177025166,31399,1.0,906.34,medium,historical_dataset
2022-01-12T00:00:00,45.86143883046375,18517,1.0,403.76,low,historical_dataset
2022-01-13T00:00:00,51.02477209439482,11371,1.0,222.85,low,historical_dataset
2022-01-13T00:00:00,37.64141550677165,11938,1.0,317.15,low,historical_dataset
2022-01-13T00:00:00,36.1772121738091,55123,1.0,1523.69,high,historical_dataset
2022-01-13T00:00:00,49.12220555415429,52096,1.0,1060.54,high,historical_dataset
2022-01-13T00:00:00,38.041929195534216,26541,1.0,697.68,medium,historical_dataset
2022-01-13T00:00:00,35.77589815501497,17216,1.0,481.22,low,historical_dataset
2022-01-13T00:00:00,50.24264677643169,19195,1.0,382.05,low,historical_dataset
2022-01-14T00:00:00,51.50381788721268,24545,1.0,476.57,low,historical_dataset
2022-01-14T00:00:00,45.85982116175032,56258,1.0,1226.74,high,historical_dataset
2022-01-14T00:00:00,26.36048778579194,32100,1.0,1217.73,high,historical_dataset
2022-01-14T00:00:00,51.41930534961551,6265,1.0,121.84,low,historical_dataset
2022-01-14T00:00:00,42.82870243581346,35956,1.0,839.53,medium,historical_dataset
2022-01-14T00:00:00,20.0,38339,1.0,1916.95,high,historical_dataset
2022-01-14T00:00:00,33.19510211068366,28132,1.0,847.47,medium,historical_dataset
2022-01-14T00:00:00,29.158640569945103,16393,1.0,562.2,medium,historical_dataset
2022-01-14T00:00:00,37.8084668075758,9696,1.0,256.45,low,historical_dataset
2022-01-14T00:00:00,52.58938600121948,21620,1.0,411.11,low,historical_dataset
2022-01-15T00:00:00,52.32649360729083,20081,1.0,383.76,low,historical_dataset
2022-01-15T00:00:00,28.06813172763581,40722,1.0,1450.83,high,historical_dataset
2022-01-15T00:00:00,36.94129933503811,13316,1.0,360.46,low,historical_dataset
2022-01-15T00:00:00,41.381886607674325,4901,1.0,118.43,low,historical_dataset
2022-01-15T00:00:00,20.13722970049706,45841,1.0,2276.43,high,historical_dataset
2022-01-15T00:00:00,52.47910256117534,14041,1.0,267.55,low,historical_dataset
2022-01-15T00:00:00,29.970296716048466,11644,1.0,388.52,low,historical_dataset
2022-01-15T00:00:00,38.90522897565001,29959,1.0,770.05,medium,historical_dataset
2022-01-16T00:00:00,35.895806812552486,37666,1.0,1049.31,high,historical_dataset
2022-01-16T00:00:00,39.07052287124535,33681,1.0,862.06,medium,historical_dataset
2022-01-16T00:00:00,46.82453826605304,47091,1.0,1005.69,high,historical_dataset
2022-01-16T00:00:00,37.13293707372939,44425,1.0,1196.38,high,historical_dataset
2022-01-16T00:00:00,20.0,50941,1.0,2547.05,high,historical_dataset
2022-01-16T00:00:00,40.054701591666266,28429,1.0,709.75,medium,historical_dataset
2022-01-16T00:00:00,45.153789813721055,8373,1.0,185.43,low,historical_dataset
2022-01-16T00:00:00,44.449716653887315,29521,1.0,664.14,medium,historical_dataset
2022-01-17T00:00:00,45.58484543530325,43778,1.0,960.36,medium,historical_dataset
2022-01-17T00:00:00,59.524675344707454,11546,1.0,193.97,low,historical_dataset
2022-01-17T00:00:00,27.38592456715195,28643,1.0,1045.9,high,historical_dataset
2022-01-17T00:00:00,35.056506253914876,14771,1.0,421.35,low,historical_dataset
2022-01-17T00:00:00,50.91814133741378,13672,1.0,268.51,low,historical_dataset
2022-01-17T00:00:00,41.76966387339537,38680,1.0,926.03,medium,historical_dataset
2022-01-18T00:00:00,39.021916135146405,22675,1.0,581.08,medium,historical_dataset
2022-01-18T00:00:00,51.19926332395805,24990,1.0,488.09,low,historical_dataset
2022-01-18T00:00:00,34.16966396507227,43308,1.0,1267.44,high,historical_dataset
2022-01-18T00:00:00,21.368259954071895,30048,1.0,1406.2,high,historical_dataset
2022-01-18T00:00:00,50.62255131950422,29980,1.0,592.23,medium,historical_dataset
2022-01-18T00:00:00,38.389936853092465,27611,1.0,719.22,medium,historical_dataset
2022-01-18T00:00:00,22.55168761781843,25136,1.0,1114.6,high,historical_dataset
2022-01-19T00:00:00,61.34222043649959,37647,1.0,613.72,medium,historical_dataset
2022-01-19T00:00:00,52.096412905058074,24022,1.0,461.11,low,historical_dataset
2022-01-19T00:00:00,45.34152417488025,21972,1.0,484.59,low,historical_dataset
2022-01-19T00:00:00,25.188344688603184,32388,1.0,1285.83,high,historical_dataset
2022-01-19T00:00:00,52.92934853493107,22823,1.0,431.2,low,historical_dataset
2022-01-19T00:00:00,28.82746813453077,55355,1.0,1920.22,high,historical_dataset
2022-01-19T00:00:00,39.54795169642381,35758,1.0,904.17,medium,historical_dataset
2022-01-19T00:00:00,26.372242359568794,34084,1.0,1292.42,high,historical_dataset
2022-01-19T00:00:00,29.849046570443498,22499,1.0,753.76,medium,historical_dataset
2022-01-20T00:00:00,21.739523139179617,34920,1.0,1606.29,high,historical_dataset
2022-01-20T00:00:00,52.01521070420735,34071,1.0,655.02,medium,historical_dataset
2022-01-20T00:00:00,58.40461051790348,9673,1.0,165.62,low,historical_dataset
2022-01-20T00:00:00,37.76793449325288,29570,1.0,782.94,medium,historical_dataset
2022-01-20T00:00:00,33.5907208572238,56542,1.0,1683.26,high,historical_dataset
2022-01-20T00:00:00,50.679417430751315,12718,1.0,250.95,low,historical_dataset
2022-01-20T00:00:00,53.872908372667425,23607,1.0,438.2,low,historical_dataset
2022-01-21T00:00:00,36.842479139441025,37614,1.0,1020.94,high,historical_dataset
2022-01-21T00:00:00,43.132051867479774,32230,1.0,747.24,medium,historical_dataset
2022-01-21T00:00:00,57.44679580736786,21898,1.0,381.19,low,historical_dataset
2022-01-21T00:00:00,39.826878872092124,63687,1.0,1599.1,high,historical_dataset
2022-01-21T00:00:00,49.249661162475455,12718,1.0,258.24,low,historical_dataset
2022-01-21T00:00:00,20.0,34242,1.0,1712.1,high,historical_dataset
2022-01-21T00:00:00,36.93932441250195,18866,1.0,510.73,medium,historical_dataset
2022-01-21T00:00:00,62.586204841951336,10280,1.0,164.25,low,historical_dataset
2022-01-21T00:00:00,54.40696143822682,13448,1.0,247.17,low,historical_dataset
2022-01-21T00:00:00,42.17153453822207,17523,1.0,415.52,low,historical_dataset
2022-01-22T00:00:00,42.89056687375519,38113,1.0,888.61,medium,historical_dataset
2022-01-22T00:00:00,38.10591258872703,38352,1.0,1006.46,high,historical_dataset
2022-01-22T00:00:00,60.19283923641769,14092,1.0,234.11,low,historical_dataset
2022-01-22T00:00:00,41.17874800464568,26948,1.0,654.42,medium,historical_dataset
2022-01-22T00:00:00,42.36551783917751,18286,1.0,431.62,low,historical_dataset
2022-01-22T00:00:00,26.887428808628076,56645,1.0,2106.75,high,historical_dataset
2022-01-22T00:00:00,41.29749878398674,28669,1.0,694.21,medium,historical_dataset
2022-01-22T00:00:00,40.60481398804936,35174,1.0,866.25,medium,historical_dataset
2022-01-22T00:00:00,61.85014278708509,16461,1.0,266.14,low,historical_dataset
2022-01-23T00:00:00,31.874572628998354,32690,1.0,1025.58,high,historical_dataset
2022-01-23T00:00:00,26.956842403400074,25259,1.0,937.02,medium,historical_dataset
2022-01-23T00:00:00,38.084501083315146,33372,1.0,876.26,medium,historical_dataset
2022-01-23T00:00:00,34.57955587756897,14390,1.0,416.14,low,historical_dataset
2022-01-23T00:00:00,43.49895778414495,11081,1.0,254.74,low,historical_dataset
2022-01-23T00:00:00,28.644421585955968,51532,1.0,1799.02,high,historical_dataset
2022-01-23T00:00:00,45.358252384175685,25726,1.0,567.17,medium,historical_dataset
2022-01-23T00:00:00,23.32220448732065,34430,1.0,1476.28,high,historical_dataset
2022-01-23T00:00:00,49.68315584939138,22204,1.0,446.91,low,historical_dataset
2022-01-24T00:00:00,44.72668065893907,12829,1.0,286.83,low,historical_dataset
2022-01-24T00:00:00,48.88337778208448,45895,1.0,938.87,medium,historical_dataset
2022-01-24T00:00:00,62.24696649761108,5915,1.0,95.02,low,historical_dataset
2022-01-24T00:00:00,28.850495618516643,37716,1.0,1307.29,high,historical_dataset
2022-01-24T00:00:00,36.958452470106856,62021,1.0,1678.13,high,historical_dataset
2022-01-24T00:00:00,41.07528893939127,13360,1.0,325.26,low,historical_dataset
2022-01-24T00:00:00,31.277275157144008,30151,1.0,963.99,medium,historical_dataset
2022-01-24T00:00:00,38.914102767603,24526,1.0,630.26,medium,historical_dataset
2022-01-24T00:00:00,46.05753791271481,19822,1.0,430.37,low,historical_dataset
2022-01-24T00:00:00,41.021183203924835,46065,1.0,1122.96,high,historical_dataset
2022-01-24T00:00:00,41.983661164647394,7129,1.0,169.8,low,historical_dataset
2022-01-25T00:00:00,20.0,20961,1.0,1048.05,high,historical_dataset
2022-01-25T00:00:00,45.5330742059876,24321,1.0,534.14,medium,historical_dataset
2022-01-25T00:00:00,32.112046973005135,29069,1.0,905.24,medium,historical_dataset
2022-01-25T00:00:00,42.440694383302464,19060,1.0,449.1,low,historical_dataset
2022-01-25T00:00:00,38.09998983165555,25628,1.0,672.65,medium,historical_dataset
2022-01-25T00:00:00,31.63621336889596,30220,1.0,955.23,medium,historical_dataset
2022-01-25T00:00:00,40.24011397613632,16992,1.0,422.27,low,historical_dataset
2022-01-26T00:00:00,43.93778506157989,22812,1.0,519.19,medium,historical_dataset
2022-01-26T00:00:00,32.32358909101207,25420,1.0,786.42,medium,historical_dataset
2022-01-26T00:00:00,31.30792799552554,47525,1.0,1517.99,high,historical_dataset
2022-01-26T00:00:00,31.54416599895034,10387,1.0,329.28,low,historical_dataset
2022-01-26T00:00:00,39.98597853114363,23066,1.0,576.85,medium,historical_dataset
2022-01-26T00:00:00,62.666554892914355,17057,1.0,272.19,low,historical_dataset
2022-01-27T00:00:00,27.757534679416594,50653,1.0,1824.84,high,historical_dataset
2022-01-27T00:00:00,53.27680982949696,30838,1.0,578.83,medium,historical_dataset
2022-01-27T00:00:00,23.851337049830093,23141,1.0,970.22,medium,historical_dataset
2022-01-27T00:00:00,54.37915537510655,24554,1.0,451.53,low,historical_dataset
2022-01-27T00:00:00,36.52434766874186,45333,1.0,1241.17,high,historical_dataset
2022-01-27T00:00:00,42.087186735179316,39089,1.0,928.76,medium,historical_dataset
2022-01-27T00:00:00,46.34296497247793,7170,1.0,154.72,low,historical_dataset
2022-01-27T00:00:00,47.74741902746345,11936,1.0,249.98,low,historical_dataset
2022-01-27T00:00:00,24.742473163597225,39649,1.0,1602.47,high,historical_dataset
2022-01-27T00:00:00,58.20040722017259,30365,1.0,521.73,medium,historical_dataset
2022-01-27T00:00:00,47.38829386186414,21672,1.0,457.33,low,historical_dataset
2022-01-27T00:00:00,47.300005727191504,26920,1.0,569.13,medium,historical_dataset
2022-01-28T00:00:00,42.60623148491085,22144,1.0,519.74,medium,historical_dataset
2022-01-28T00:00:00,31.38411419424407,33499,1.0,1067.39,high,historical_dataset
2022-01-28T00:00:00,53.03919330880721,23387,1.0,440.94,low,historical_dataset
2022-01-28T00:00:00,20.0,61743,1.0,3087.15,high,historical_dataset
2022-01-28T00:00:00,53.07444718008352,17296,1.0,325.88,low,historical_dataset
2022-01-28T00:00:00,43.89037122279892,61089,1.0,1391.85,high,historical_dataset
2022-01-28T00:00:00,39.518336440307536,24965,1.0,631.73,medium,historical_dataset
2022-01-28T00:00:00,40.963970691176534,44414,1.0,1084.22,high,historical_dataset
2022-01-28T00:00:00,46.020749162473834,12421,1.0,269.9,low,historical_dataset
2022-01-29T00:00:00,39.33871411392432,21212,1.0,539.21,medium,historical_dataset
2022-01-29T00:00:00,40.956440575697194,46015,1.0,1123.51,high,historical_dataset
2022-01-29T00:00:00,56.0407060928205,17369,1.0,309.94,low,historical_dataset
2022-01-29T00:00:00,37.63546740578169,41459,1.0,1101.59,high,historical_dataset
2022-01-29T00:00:00,49.66540859278603,47061,1.0,947.56,medium,historical_dataset
2022-01-29T00:00:00,37.43236022984074,18698,1.0,499.51,low,historical_dataset
2022-01-29T00:00:00,37.869558543017085,46919,1.0,1238.96,high,historical_dataset
2022-01-29T00:00:00,29.369105018395857,24561,1.0,836.29,medium,historical_dataset
2022-01-29T00:00:00,39.508913752125146,38893,1.0,984.41,medium,historical_dataset
2022-01-29T00:00:00,55.54412112219411,23280,1.0,419.13,low,historical_dataset
2022-01-29T00:00:00,45.7575934319838,14218,1.0,310.72,low,historical_dataset
2022-01-30T00:00:00,42.17283581158776,46490,1.0,1102.37,high,historical_dataset
2022-01-30T00:00:00,48.123782104665715,24746,1.0,514.22,medium,historical_dataset
2022-01-30T00:00:00,63.06516210662009,7796,1.0,123.62,low,historical_dataset
2022-01-30T00:00:00,45.57368305378225,64872,1.0,1423.45,high,historical_dataset
2022-01-30T00:00:00,31.970386231256988,41932,1.0,1311.59,high,historical_dataset
2022-01-30T00:00:00,62.031726099180375,6995,1.0,112.76,low,historical_dataset
2022-01-30T00:00:00,35.21060198364359,38991,1.0,1107.37,high,historical_dataset
2022-01-30T00:00:00,42.40407122377237,38640,1.0,911.23,medium,historical_dataset
2022-01-30T00:00:00,20.0,33230,1.0,1661.5,high,historical_dataset
2022-01-30T00:00:00,29.828629195512377,25736,1.0,862.8,medium,historical_dataset
2022-01-30T00:00:00,44.13930307209107,15848,1.0,359.05,low,historical_dataset
2022-01-30T00:00:00,30.321778171677337,29940,1.0,987.41,medium,historical_dataset
2022-01-30T00:00:00,28.9972889549629,11222,1.0,387.0,low,historical_dataset
2022-01-31T00:00:00,44.05376207350711,22992,1.0,521.91,medium,historical_dataset
2022-01-31T00:00:00,20.239329082282783,39591,1.0,1956.14,high,historical_dataset
2022-01-31T00:00:00,37.90211007766465,14771,1.0,389.71,low,historical_dataset
2022-01-31T00:00:00,43.48700779767478,22903,1.0,526.66,medium,historical_dataset
2022-01-31T00:00:00,26.928600170206636,62650,1.0,2326.52,high,historical_dataset
2022-01-31T00:00:00,43.03719348612063,22934,1.0,532.89,medium,historical_dataset
2022-01-31T00:00:00,40.714083877187804,27478,1.0,674.9,medium,historical_dataset
2022-01-31T00:00:00,61.64801829240452,19766,1.0,320.63,low,historical_dataset
2022-01-31T00:00:00,57.14973511292237,21544,1.0,376.97,low,historical_dataset
2022-02-01T00:00:00,44.13473732017407,34763,1.0,787.66,medium,historical_dataset
2022-02-01T00:00:00,36.864161697440466,26233,1.0,711.61,medium,historical_dataset
2022-02-01T00:00:00,45.86697699414397,16695,1.0,363.99,low,historical_dataset
2022-02-01T00:00:00,27.253850299814182,67693,1.0,2483.8,high,historical_dataset
2022-02-01T00:00:00,34.68796511060916,42409,1.0,1222.59,high,historical_dataset
2022-02-01T00:00:00,42.87421372011432,21532,1.0,502.21,medium,historical_dataset
2022-02-01T00:00:00,20.837729442073545,41586,1.0,1995.71,high,historical_dataset
2022-02-01T00:00:00,63.14654444472553,38802,1.0,614.48,medium,historical_dataset
2022-02-01T00:00:00,56.27374010445556,15527,1.0,275.92,low,historical_dataset
2022-02-02T00:00:00,28.018003253889503,25267,1.0,901.81,medium,historical_dataset
2022-02-02T00:00:00,49.205042872710635,43605,1.0,886.19,medium,historical_dataset
2022-02-02T00:00:00,33.13114169619349,64219,1.0,1938.33,high,historical_dataset
2022-02-02T00:00:00,34.60193468973116,16635,1.0,480.75,low,historical_dataset
2022-02-02T00:00:00,44.576315894583274,13154,1.0,295.09,low,historical_dataset
2022-02-02T00:00:00,34.65478200168689,48936,1.0,1412.1,high,historical_dataset
2022-02-02T00:00:00,37.880267727410775,19972,1.0,527.24,medium,historical_dataset
2022-02-02T00:00:00,54.82319482755443,9027,1.0,164.66,low,historical_dataset
2022-02-02T00:00:00,42.34598128302996,26775,1.0,632.29,medium,historical_dataset
2022-02-02T00:00:00,20.0,22482,1.0,1124.1,high,historical_dataset
2022-02-03T00:00:00,30.182340289065248,27713,1.0,918.19,medium,historical_dataset
2022-02-03T00:00:00,35.0855608082435,36829,1.0,1049.69,high,historical_dataset
2022-02-03T00:00:00,27.788154431485445,28961,1.0,1042.21,high,historical_dataset
2022-02-03T00:00:00,35.97809559527834,12738,1.0,354.05,low,historical_dataset
2022-02-03T00:00:00,32.78922535911933,13279,1.0,404.98,low,historical_dataset
2022-02-03T00:00:00,28.900637055533394,39786,1.0,1376.65,high,historical_dataset
2022-02-03T00:00:00,56.85711664614154,27628,1.0,485.92,low,historical_dataset
2022-02-03T00:00:00,36.071704026819205,7862,1.0,217.95,low,historical_dataset
2022-02-03T00:00:00,20.0,26137,1.0,1306.85,high,historical_dataset
2022-02-04T00:00:00,57.782430705822755,36972,1.0,639.85,medium,historical_dataset
2022-02-04T00:00:00,40.81778959718889,25298,1.0,619.78,medium,historical_dataset
2022-02-04T00:00:00,49.385017695657375,22498,1.0,455.56,low,historical_dataset
2022-02-04T00:00:00,40.95638007309977,7392,1.0,180.48,low,historical_dataset
2022-02-04T00:00:00,44.42788514140076,32160,1.0,723.87,medium,historical_dataset
2022-02-04T00:00:00,40.436135386625246,16081,1.0,397.69,low,historical_dataset
2022-02-04T00:00:00,44.45869643684146,42766,1.0,961.93,medium,historical_dataset
2022-02-04T00:00:00,20.0,27932,1.0,1396.6,high,historical_dataset
2022-02-04T00:00:00,47.96576938530305,20299,1.0,423.2,low,historical_dataset
2022-02-04T00:00:00,49.17680752239401,21700,1.0,441.26,low,historical_dataset
2022-02-04T00:00:00,44.190517937561566,21598,1.0,488.75,low,historical_dataset
2022-02-05T00:00:00,30.413613638989155,34232,1.0,1125.55,high,historical_dataset
2022-02-05T00:00:00,27.572251554712906,33173,1.0,1203.13,high,historical_dataset
2022-02-05T00:00:00,40.416456878505926,27712,1.0,685.66,medium,historical_dataset
2022-02-05T00:00:00,46.99875483780683,64361,1.0,1369.42,high,historical_dataset
2022-02-05T00:00:00,43.51477237555699,32454,1.0,745.82,medium,historical_dataset
2022-02-05T00:00:00,39.3429607599536,29267,1.0,743.89,medium,historical_dataset
2022-02-05T00:00:00,40.012348128063685,13430,1.0,335.65,low,historical_dataset
2022-02-05T00:00:00,52.84002779310748,20982,1.0,397.09,low,historical_dataset
2022-02-06T00:00:00,48.10191908080897,37265,1.0,774.71,medium,historical_dataset
2022-02-06T00:00:00,55.36515583504435,23468,1.0,423.88,low,historical_dataset
2022-02-06T00:00:00,39.253213083301105,32192,1.0,820.11,medium,historical_dataset
2022-02-06T00:00:00,61.38175256620599,44299,1.0,721.7,medium,historical_dataset
2022-02-06T00:00:00,23.4158682742721,25353,1.0,1082.73,high,historical_dataset
